,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
10,2.6877387426793575e-08,3.495370037853718e-08,4.3190350851318726e-08,4.42993979277162e-08,4.473351822298355e-08,4.702566513969941e-08,4.929526653540961e-08,5.213545151150356e-08,5.633988919839794e-08,5.994192520120123e-08,6.171502064944434e-08,6.265928220727801e-08,6.404766850209853e-08,6.263407215101324e-08,5.979678263656751e-08,5.900305666273198e-08,5.78841401477348e-08,5.7102607087244905e-08,5.609673436879348e-08,5.4625633794103123e-08,5.4488168643729296e-08,5.458189988871709e-08,5.558218774126544e-08,5.871178032634816e-08,5.896209742672909e-08,5.873921793408954e-08,5.865921437475663e-08,6.134747110309036e-08,7.167693638621131e-08,9.314747728694783e-08,1.3733694004258723e-07,1.5562781641165202e-07,1.655140806633426e-07,2.278970043789741e-07,3.798992622705555e-07,5.962814384474768e-07,8.593669917900115e-07,1.3424216831481317e-06,2.3418613182002446e-06,2.533968654461205e-06,3.0596811484429054e-06,4.80752805742668e-06,5.591148237726884e-06,6.432528607547283e-06,7.407370503642596e-06,7.581482350360602e-06,7.568573437310988e-06,7.567868124169763e-06,7.5297080002201255e-06,7.507745522161713e-06,7.485170499421656e-06,7.458326763298828e-06,7.321279099414824e-06,6.855467745481292e-06,6.028884854458738e-06,4.980648100172402e-06,4.085849923285423e-06,3.2109569474414457e-06,2.4979754016385414e-06,2.0474449229368474e-06,1.7722381926432718e-06,1.5414807421620935e-06,1.3398371265793685e-06,7.943856417114148e-07,6.013447091390844e-07,4.5278960669747903e-07,3.389916400919901e-07,2.5191866370732896e-07,1.841750503217554e-07,1.301767014183497e-07,8.546214047555623e-08,4.8646640493643645e-08
11,3.637978807091713e-08,3.780587576329708e-08,3.891182132065296e-08,4.042522760983047e-08,4.102214035128782e-08,4.090916760901564e-08,4.1253791494000325e-08,4.2653223175648236e-08,4.491220195745882e-08,4.711423784442559e-08,4.81715787259418e-08,4.884457283083066e-08,5.029153271607356e-08,5.203764885663986e-08,5.4569710528085125e-08,5.583788365015607e-08,5.500996280716208e-08,5.359012078542946e-08,5.2974176156794783e-08,5.246377554612991e-08,5.347532194832638e-08,5.446424466981625e-08,5.41127107567263e-08,5.3953176148979765e-08,5.336712405323851e-08,5.269139435881698e-08,5.266050351337981e-08,5.562452898288939e-08,7.6675036098095e-08,9.938186451563524e-08,1.1776224084769638e-07,1.7866665302790352e-07,2.0681765988683765e-07,2.751254442046047e-07,5.384800374486076e-07,7.976200322445948e-07,8.365761914319592e-07,1.215101292473264e-06,2.0647405563067878e-06,2.7197791041544406e-06,4.047950824315194e-06,4.879959305981174e-06,5.920521289226599e-06,6.637887508986751e-06,6.922937245690264e-06,7.07966410118388e-06,7.081752755766502e-06,7.037155228317715e-06,7.28602981325821e-06,7.438569809892215e-06,7.500180345232366e-06,7.596918749186443e-06,7.4302479333709925e-06,6.938896149222273e-06,6.2309754866873845e-06,5.085306838736869e-06,4.1413650251342915e-06,3.3052494927687803e-06,2.6675443223211914e-06,2.153253944925382e-06,1.8099208318744786e-06,1.5327125311159762e-06,1.2441317949196673e-06,8.111481974992785e-07,6.1405944506987e-07,4.6230309180828044e-07,3.4615777622093447e-07,2.572261053046532e-07,1.8807807578014035e-07,1.3294112477524322e-07,8.726301814476756e-08,4.967584033011008e-08
12,1.0854819265659899e-09,6.282334652496502e-10,1.0500116331968457e-09,5.409674486145377e-09,1.506123403771653e-08,1.7877036739832874e-08,1.6385628853754497e-08,2.1493528734595202e-08,2.3952647865144172e-08,2.914021557387514e-08,3.076285182146421e-08,3.128744907598957e-08,3.144019089518224e-08,3.3173172653278016e-08,3.440787921249466e-08,3.5893613414827996e-08,4.075485549037694e-08,4.7643233358485304e-08,5.088325849555986e-08,5.098765498701141e-08,5.135876435247155e-08,5.379008172212707e-08,5.534333169521233e-08,5.6488349997607656e-08,5.654636225926879e-08,5.656147550325841e-08,5.8148692971826677e-08,6.391982765308057e-08,9.258820909963106e-08,1.281994030932765e-07,1.834957288338046e-07,2.325856911511437e-07,3.2442295605505933e-07,4.3286732420710905e-07,9.268044891541649e-07,1.2786435945599806e-06,1.4428313761527534e-06,1.633646888876683e-06,2.583029527158942e-06,3.427681576795294e-06,3.947733603126835e-06,4.7866701606835704e-06,5.826509095641086e-06,6.329105417535175e-06,6.6989009610551875e-06,7.1618119363847654e-06,7.336716407735366e-06,7.562861355836503e-06,7.691802238696255e-06,7.957933121360838e-06,7.986316632013768e-06,7.87534736446105e-06,7.541987542936113e-06,7.208227543742396e-06,6.348063834593631e-06,5.116630745760631e-06,4.1600978875067085e-06,3.374822654222953e-06,2.752656882876181e-06,2.2710116809321335e-06,2.00248268811265e-06,1.668006120780774e-06,1.513909523964685e-06,8.979687891041976e-07,6.797808964620344e-07,5.117883006278134e-07,3.831951289612334e-07,2.847570499397989e-07,2.0820769464080513e-07,1.4716786722601682e-07,9.66020934356493e-08,5.499167343714362e-08
13,1.4326360542327166e-08,1.5032128430902958e-08,1.9310391508042812e-08,3.025347794505251e-08,3.3800340304424026e-08,3.336867138159505e-08,3.338306342470787e-08,3.446075425017625e-08,3.619854638259312e-08,3.759624433996578e-08,3.8296612103749794e-08,3.811458171298909e-08,3.784261437544956e-08,3.8003392432983674e-08,3.921832458786412e-08,4.015603849438776e-08,4.172112610945078e-08,4.4079971672772444e-08,4.616303783677722e-08,4.55811530741812e-08,4.17416181619501e-08,3.895189237823615e-08,3.7641271433130896e-08,5.251101597991692e-08,6.511152861321534e-08,8.112866822784781e-08,1.0454733967435459e-07,1.3257563580282294e-07,1.591649976262488e-07,2.255003721529647e-07,3.163446535836556e-07,3.547194467046211e-07,5.774828650828567e-07,7.206697318906663e-07,7.12003611624823e-07,9.951396577889682e-07,1.4533019339069142e-06,2.089750068989815e-06,2.5482218006800395e-06,2.523793909858796e-06,3.2620666843286017e-06,4.4063367568014655e-06,5.419739864009898e-06,6.5031972553697415e-06,6.860374469397357e-06,7.177298357419204e-06,7.47270678402856e-06,7.570737125206506e-06,7.458721483999398e-06,7.420792826451361e-06,7.4138542913715355e-06,7.399027253995882e-06,7.1670183388050646e-06,6.599684184038779e-06,6.058537110220641e-06,5.190803221921669e-06,4.252295184414834e-06,3.394206942175515e-06,2.7237317681283457e-06,2.2164772417454515e-06,1.9456738300505094e-06,1.626095922802051e-06,1.3778146694676252e-06,8.726132136871456e-07,6.60542639252526e-07,4.973027216692572e-07,3.723185102444404e-07,2.7669966584653594e-07,2.0232145914178545e-07,1.4298892381248152e-07,9.387363775203994e-08,5.342742781522247e-08
14,1.2329110177233815e-08,2.1827872842550278e-08,2.767046680673957e-08,2.9278453439474106e-08,3.0384398996829987e-08,3.051536623388529e-08,3.032619133591652e-08,3.0253431759774685e-08,3.026798367500305e-08,2.994784153997898e-08,2.55678838101403e-08,2.0171336601038092e-08,1.7852572753440654e-08,1.7023030096652292e-08,2.2319998294051402e-08,3.11296801669414e-08,4.211560167277639e-08,4.78473687337555e-08,4.931448316369824e-08,5.115014900525239e-08,5.305780703679375e-08,5.3871872296440415e-08,5.261401980760638e-08,5.3109172171161845e-08,5.7508731998723306e-08,6.069986824286389e-08,5.454856832898258e-08,5.4496165802220276e-08,5.8448254236509456e-08,1.25180946497494e-07,2.4293137812492205e-07,3.0425604791162186e-07,3.2260487614621525e-07,3.4468590115466213e-07,4.99241764373437e-07,8.354194847015606e-07,1.4794669596085441e-06,1.8201307057097438e-06,2.733489054662641e-06,4.054134478792548e-06,4.654365056921961e-06,4.921258550893981e-06,5.4782603911007755e-06,6.20331775280647e-06,6.266229320317507e-06,7.01457565810415e-06,7.178066425694851e-06,7.214056495286059e-06,7.332728273468092e-06,7.476601240341552e-06,7.501108484575525e-06,7.3722840170376e-06,6.994885552558117e-06,6.388883775798604e-06,5.885211066924967e-06,4.9544128160050604e-06,4.053084921906702e-06,3.221491851945757e-06,2.6070192689076066e-06,2.1174382709432393e-06,1.8121012317351415e-06,1.5278367300197715e-06,1.2321378335400368e-06,8.121363634927548e-07,6.147531621536473e-07,4.628422516361752e-07,3.465618192421971e-07,2.575413304839458e-07,1.882934128616398e-07,1.33105899635666e-07,8.737453072171775e-08,4.973669831542793e-08
15,2.302112989127636e-08,2.7859641704708338e-08,3.3818650990724564e-08,3.5638066719911876e-08,3.6353767995933595e-08,3.65470924634792e-08,3.6765552380302324e-08,3.695613770560158e-08,3.714696816814467e-08,3.704927564740501e-08,3.677744686569895e-08,3.64596139945661e-08,3.649255120308226e-08,3.6765491984169785e-08,3.693673278348797e-08,3.69784061149403e-08,3.7045150946823924e-08,3.7569069633036634e-08,3.9349092872953406e-08,4.22046717574176e-08,4.420157040385675e-08,4.474349069027994e-08,4.542780374094946e-08,4.8671783048348516e-08,5.319824580851673e-08,5.723138229996039e-08,6.633117521914755e-08,8.773540116635559e-08,1.2385442005324876e-07,2.460955386140995e-07,5.475000079968595e-07,6.541294510498119e-07,6.78388914820971e-07,6.005986961099552e-07,9.459628813601739e-07,1.4375069667948992e-06,1.9173014607076766e-06,2.2816966520622373e-06,3.307653287265566e-06,4.469153736863518e-06,5.001978024665732e-06,5.191142463445431e-06,5.855425570189254e-06,6.250683327380102e-06,7.042455763439648e-06,7.331831966439495e-06,7.441140496666776e-06,7.4111708272539545e-06,7.433819973812206e-06,7.528064998041373e-06,7.756243576295674e-06,7.847157576179598e-06,7.8563416536781e-06,7.587206710013561e-06,6.9461329985642806e-06,5.591108219960006e-06,4.204081051284447e-06,2.9565198929049075e-06,2.1598207240458578e-06,1.6969227090157801e-06,1.517919372417964e-06,1.2997446674489765e-06,1.176005753222853e-06,6.804521603953617e-07,5.151121627022803e-07,3.8782735600761953e-07,2.9035123816356645e-07,2.1576455822014395e-07,1.5777112594150822e-07,1.1151202272685623e-07,7.320403483390692e-08,4.1671825101730064e-08
16,4.3037289287894964e-09,7.770722731947899e-09,2.510205376893282e-08,3.38040990754962e-08,3.1621322449382205e-08,3.115582103419001e-08,3.370397294588656e-08,3.7582189804652444e-08,4.036321499256701e-08,3.9016214259390836e-08,3.475161136634597e-08,2.9712216687016735e-08,3.040884877236749e-08,3.455631158999495e-08,3.8049204675871806e-08,3.895717171076285e-08,4.102206574430056e-08,4.233389461205661e-08,4.310227907922126e-08,4.246383156214506e-08,4.1913420290029535e-08,4.485691107447565e-08,5.2914966630623894e-08,5.538758429679547e-08,6.187095635823425e-08,8.3318433041768e-08,1.310817907551609e-07,2.028280619015277e-07,2.443189544010238e-07,2.4548870669605094e-07,3.0695161967742024e-07,3.9333792756224284e-07,5.268746576803096e-07,6.095955313867307e-07,8.1574023624853e-07,1.1126348908874206e-06,1.737301090543042e-06,2.909160912167863e-06,3.651282668215572e-06,3.80452206627524e-06,4.286539933673339e-06,5.545376552618109e-06,5.815938038722379e-06,5.8974569583369885e-06,6.233784915821161e-06,6.48014292892185e-06,6.530139671667712e-06,6.749140084139071e-06,6.823985131632071e-06,6.723979367961874e-06,6.810727427364327e-06,7.180059128586436e-06,7.350382929871557e-06,7.2671155066927895e-06,6.990712790866382e-06,6.3496850088995416e-06,5.325235179043375e-06,4.060678293171804e-06,3.062286396016134e-06,2.3772868189553265e-06,1.8668513348529814e-06,1.4463760180660756e-06,1.132171746576205e-06,8.372303454962093e-07,6.337825197988423e-07,4.772331294589094e-07,3.5731591196963564e-07,2.6550429765848094e-07,1.9412854612710362e-07,1.3723337133342284e-07,9.006826928725786e-08,5.127257907133753e-08
17,1.8153514247387648e-08,3.8533471524715424e-08,4.0512531995773315e-08,4.0192389860749245e-08,3.947934601455927e-08,3.8533471524715424e-08,3.94211383536458e-08,4.045432788757353e-08,3.988681029909458e-08,3.675828708082918e-08,3.176733542886723e-08,2.6059540303435824e-08,2.3363909917861747e-08,2.690793543536074e-08,3.118302061011491e-08,3.517345348313938e-08,3.786432145602703e-08,4.3634361901467855e-08,4.803559860988571e-08,4.9687542968968046e-08,5.152670468078213e-08,5.267065006364646e-08,5.291972371423981e-08,5.431979843706358e-08,5.6310465623710115e-08,6.275727315596669e-08,7.109095179202995e-08,7.768453968992617e-08,1.5576313217025017e-07,2.981025488679734e-07,3.302280333628005e-07,5.679611376763205e-07,7.319652013393352e-07,8.418701327173039e-07,9.661978310759878e-07,1.4689807130707777e-06,1.8445438172420836e-06,2.9453203751472756e-06,3.997933163191192e-06,4.5630008571606595e-06,4.949029062117916e-06,5.1437800721032545e-06,5.753306140832137e-06,6.371048584696837e-06,6.575207862624666e-06,6.550901161972433e-06,6.600885626539821e-06,7.093186013662489e-06,7.600520802952815e-06,7.719670975347981e-06,7.676396307942923e-06,7.4741301432368346e-06,7.10651920599048e-06,6.4362479861301836e-06,5.812879862787668e-06,4.796079338120762e-06,3.7883046388742514e-06,2.8079396088287467e-06,2.2718463696946856e-06,1.896245976240607e-06,1.6241075400103e-06,1.3766550637228647e-06,1.2808324072466348e-06,7.278881639649626e-07,5.510419214260764e-07,4.1486399027235166e-07,3.106293604560051e-07,2.3083337907792156e-07,1.687811987949317e-07,1.1930629284506722e-07,7.831276604974846e-08,4.4582002090010064e-08
18,1.652438186283689e-10,4.118192009627819e-09,3.2378011383116245e-08,3.777677193284035e-08,3.6903657019138336e-08,3.5885022953152657e-08,3.5943230614066124e-08,3.719469532370567e-08,3.694736605552862e-08,3.668559855896092e-08,3.610483290117372e-08,3.6475828579796143e-08,3.685553906507266e-08,3.714162488677175e-08,3.771392087514869e-08,3.832597528230508e-08,3.939120674090191e-08,4.129672248609495e-08,4.447538870522294e-08,5.177843220849354e-08,5.376792699962607e-08,5.598468533207779e-08,6.13149353512199e-08,6.883907133214962e-08,7.053453998651094e-08,7.174779170782131e-08,7.454561057329556e-08,9.460956817974875e-08,1.4812388826612732e-07,2.074554288356012e-07,3.40780189844736e-07,5.569106065195228e-07,5.718447937397286e-07,7.829937089809391e-07,1.206079787152703e-06,1.681267463027325e-06,2.1703210677515017e-06,2.968625722132856e-06,3.293201189080719e-06,4.278936103219166e-06,4.691360118158627e-06,5.3210515034152195e-06,5.778529157396406e-06,5.970140136923874e-06,6.133174338174285e-06,6.651144303759793e-06,6.706400654366007e-06,6.672872132185148e-06,6.724298145854846e-06,6.776102509320481e-06,6.81358642395935e-06,6.7707405833061785e-06,6.604899681406096e-06,6.155457413115073e-06,5.549668458115775e-06,4.590036041918211e-06,3.6848439322056947e-06,2.805538997563417e-06,2.3417298962158384e-06,1.9658400560729206e-06,1.65429185017274e-06,1.4179423715177109e-06,1.2049274573655566e-06,7.414152491946879e-07,5.612689051304187e-07,4.225892382692109e-07,3.1639160624763463e-07,2.3512728830610286e-07,1.7192084555972542e-07,1.2151238593105518e-07,7.976385774099981e-08,4.540732234659117e-08
19,2.7561327442526817e-08,4.022149369120598e-08,4.288449417799711e-08,4.452934732057656e-08,4.3568874730226526e-08,4.2186147908296334e-08,4.061456237991479e-08,3.991616281950883e-08,4.007618770174304e-08,4.1007577777918414e-08,4.207200632322383e-08,4.324838798197561e-08,4.415387877543253e-08,4.4811187649429485e-08,4.489916349825762e-08,4.4949825195317317e-08,4.506518536118165e-08,4.5386553182424905e-08,4.6228244343637925e-08,4.842906875524022e-08,5.221421517376257e-08,5.434216987509899e-08,5.253979651342888e-08,5.009756165463841e-08,5.071840547543616e-08,5.4379114544644835e-08,6.189294765590603e-08,6.594403600956866e-08,6.11465793554089e-08,7.827490833278716e-08,1.389833670373264e-07,3.0428128638959606e-07,4.771067665387818e-07,7.715580068179406e-07,1.399448365191347e-06,2.07817697628343e-06,2.583004970801994e-06,2.8437175387807656e-06,3.514286618155893e-06,4.354741122369887e-06,5.0252265282324515e-06,5.472659722727258e-06,5.946963028691243e-06,6.1309065131354146e-06,6.5365011323592626e-06,6.502511041617254e-06,6.346167083393084e-06,6.391795068338979e-06,6.5078511397587135e-06,6.688522262265906e-06,6.774496796424501e-06,6.765538273612037e-06,6.670248694717884e-06,6.3729244175192434e-06,5.866774699825328e-06,4.971923317498295e-06,3.841152647510171e-06,3.01155728266167e-06,2.4498863240296487e-06,2.187223799410276e-06,1.9597564460127614e-06,1.7125473732448881e-06,1.4423117136175279e-06,8.780973530519987e-07,6.647406394222344e-07,5.004655463380914e-07,3.7470931602001656e-07,2.7845197791975806e-07,2.0360636199256987e-07,1.43909318239821e-07,9.446777227140046e-08,5.377588863098026e-08
20,1.0550138540565968e-08,6.841219146735966e-09,2.499291440472007e-09,9.104103582124878e-10,2.67515565255394e-09,1.5687476206949214e-08,3.690435690373306e-08,4.534473774242542e-08,4.6103789230755865e-08,4.7442473061209967e-08,4.770496175865446e-08,4.783908735817022e-08,4.770522821218037e-08,4.755836258141244e-08,4.769788830571997e-08,4.791708718698828e-08,4.846014789450237e-08,4.9809635527253704e-08,5.210480580331023e-08,5.3642420283495085e-08,5.4332172538806844e-08,5.5281997646261516e-08,5.485438236974005e-08,5.3441581826518814e-08,5.347357756591009e-08,5.5313488900310404e-08,5.738233355145894e-08,7.415260938614665e-08,1.5405333897433593e-07,2.417959308331774e-07,2.3927734105200216e-07,2.805513190651254e-07,4.268314341970836e-07,5.172339569980977e-07,8.319695439240604e-07,1.1526674370543333e-06,2.258684844491654e-06,2.7236194455326768e-06,3.3259293559240177e-06,3.946383912989404e-06,4.739055839309003e-06,5.201697604206856e-06,5.59750196771347e-06,5.854242772329599e-06,6.1496193666243926e-06,6.011957793816691e-06,5.353212600311963e-06,5.541720838664332e-06,6.825671334809158e-06,7.080432624206878e-06,7.362167252722429e-06,7.62563422540552e-06,7.4218387453584e-06,6.930150902917376e-06,6.85616942064371e-06,6.100636710471008e-06,5.027904990129173e-06,4.042845830554143e-06,3.246722371841315e-06,2.5880590328597464e-06,2.1598848434223328e-06,1.810280423342192e-06,1.435355670764693e-06,9.676580248196842e-07,7.325287469939212e-07,5.514890517588356e-07,4.130095589971461e-07,3.068661271754536e-07,2.2435482094351755e-07,1.5860256041833054e-07,1.040914057170994e-07,5.926064616801341e-08
